City,Business Name,Contact Phone,Physical Address,Website / Social,Alliance Status,Latitude,Longitude
Mumbai,Local Stationery (Osm Ref),Not Listed,"Adi Sankaracharya Marg, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.1281414,72.9197525
Mumbai,Local Copyshop (Osm Ref),Not Listed,"Adi Sankaracharya Marg, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.1280522,72.9196892
Mumbai,Local Stationery (Osm Ref),Not Listed,"Hanuman road, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.1277673,72.9193525
Mumbai,Local Stationery (Osm Ref),Not Listed,"Hanuman Road, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.1276823,72.9195172
Mumbai,Local Stationery (Osm Ref),Not Listed,"Adi Sankaracharya Marg, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.1269896,72.9186534
Mumbai,Local Stationery (Osm Ref),07045254085,Mumbai,Not Listed,Prospect (Phase 1 B2B),18.9446369,72.8346441
Mumbai,Local Stationery (Osm Ref),Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0588005,72.8376102
Mumbai,Raj Xerox,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1098442,72.8336209
Mumbai,Glory,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1413989,72.8249103
Mumbai,Jatin Book Depot,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1417099,72.8249383
Mumbai,"Stationery: Xerox, Photocopy",Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1280913,72.8252402
Mumbai,Shakti Stationery Shop,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.080099,72.8549631
Mumbai,Print Evolution,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),18.9976395,72.8254777
Mumbai,Sameer Stationery,Not Listed,"Aramnagar Part 1, Versova, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.1300215,72.8166824
Mumbai,Anupam Stationery,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1201803,72.8487792
Mumbai,Paras Stationery,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.120058,72.8487287
Mumbai,"Stationery Store, H-18",Not Listed,"Hostel 18 road, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.1364217,72.9091602
Mumbai,Local Copyshop (Osm Ref),Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1488195,72.8367019
Mumbai,Kanojiya Brothers,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1488245,72.8365712
Mumbai,Local Copyshop (Osm Ref),Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1351501,72.8225079
Mumbai,New Popular stationery store,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0379284,72.9282807
Mumbai,Sai Krupa Novelty,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1467907,72.988852
Mumbai,Harsidhi Enterprises,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1643722,72.9378649
Mumbai,Nalanda Xerox,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0418714,72.9245405
Mumbai,Printpoint,Not Listed,"Juhu Church Road, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.1104253,72.8267076
Mumbai,Chheda copy center,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1045876,72.8868255
Mumbai,Welcome Digi Print,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0844639,72.8893175
Mumbai,Amit Printers,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0820691,72.8963903
Mumbai,FedEx Office,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),18.9391331,72.8383336
Mumbai,Mittal Xerox & Stationery Cenre,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0552794,72.8358425
Mumbai,TIRUPATI STATIONERY & XEROX,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1360761,72.8365677
Mumbai,Kirtida Stationary Shop,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1721445,72.9588863
Mumbai,Pixel Magic Studio,Not Listed,"SVP Nagar, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.135719,72.8208536
Mumbai,A1 Stationery and Xerox,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1364864,72.8214666
Mumbai,A9 Digital Prints,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1366174,72.8322684
Mumbai,AHS Enterprise,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1365621,72.8322742
Mumbai,Shakti Stores,Not Listed,"Pipeline Road, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.0807558,72.8533934
Mumbai,Sky Stationary and Xerox,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0264396,72.8546499
Mumbai,Digital Copier and Communication,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0264095,72.8561842
Mumbai,Dedeiya,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0649173,72.844463
Mumbai,Super enterprises stationary,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0599802,72.8436254
Mumbai,Maruti Book Depot,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0605771,72.8429602
Mumbai,Uttam Book Depot,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0604104,72.8430231
Mumbai,Local Stationery (Osm Ref),Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0599351,72.8437405
Mumbai,Option print hub,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1118755,72.8751965
Mumbai,M M Jumbo Xerox,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0565098,72.8352182
Mumbai,Sagar Stationery & Xerox,+91 87795 34158;+91 93239 10031,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0548811,72.827542
Mumbai,Navrang Stores,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0540499,72.8325371
Mumbai,Rightway Computer Stationery and Xerox,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1296057,72.8221616
Mumbai,M/s N. K. SHAH,+917021777311,"St John Baptist Road, Mumbai",https://www.nkshah.co.in,Prospect (Phase 1 B2B),19.0478399,72.8259177
Mumbai,Asian Store,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.0172759,72.8479814
Mumbai,Sagar Stationery Mart,Not Listed,"M C Chagla Road, Bamanwada, Mumbai",Not Listed,Prospect (Phase 1 B2B),19.1045007,72.8584338
Mumbai,Intop Stationers and Printers,+91 9372153036,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1368345,72.8296574
Mumbai,Jain Bandhu,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),18.9514705,72.8285354
Mumbai,Jyoti Stores,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1719562,72.9417741
Mumbai,Local Stationery (Osm Ref),Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.1289999,72.9193034
Mumbai,Chedda Stationary Stores,Not Listed,Mumbai,Not Listed,Prospect (Phase 1 B2B),19.054999,72.8692035
Bengaluru,Printo,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.033221,77.5690234
Bengaluru,Printo,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9357629,77.6219971
Bengaluru,Venkateshwara Stationary,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9122041,77.5784992
Bengaluru,Surf In Cyber Cafe,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9416536,77.6161121
Bengaluru,Print Express,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9656404,77.6017608
Bengaluru,Nanjudeshwara Stationary,Not Listed,"Chord Road, Bangalore",Not Listed,Prospect (Phase 1 B2B),12.9710025,77.5369321
Bengaluru,VG Computers,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.8886588,77.5821115
Bengaluru,Krishna Stationery & Sports,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.88345,77.5829414
Bengaluru,Maharaja Stationery,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.8922282,77.5814135
Bengaluru,FedEx,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9065354,77.5898784
Bengaluru,Sri Lakshmi Venkateshwara Stationery & Condiments,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9796946,77.6393466
Bengaluru,Dhanya,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9786044,77.6387723
Bengaluru,Oxford office solutions,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9742587,77.6361742
Bengaluru,Sainath Enterprises,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0075627,77.548131
Bengaluru,Printo,Not Listed,Bengaluru,https://printo.in/,Prospect (Phase 1 B2B),12.9780722,77.636543
Bengaluru,Ganesh Enterprises,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9892765,77.5559234
Bengaluru,Sri Adhi Lakshmi,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9450817,77.6242547
Bengaluru,Printo,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0085167,77.5686473
Bengaluru,VRS Enterprises,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0350481,77.5295547
Bengaluru,Campus Xerox Centre,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0181463,77.5651172
Bengaluru,Printhouse,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0018953,77.5724935
Bengaluru,S P Enterprises,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.8905953,77.582004
Bengaluru,FedEx,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9591948,77.6528986
Bengaluru,Srinivas,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0017109,77.6306979
Bengaluru,Mahadev Plastics and Stationers,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.957471,77.6551567
Bengaluru,Local Stationery (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9569028,77.6549803
Bengaluru,Printo,Not Listed,Bengaluru,https://printo.in/,Prospect (Phase 1 B2B),12.9202957,77.59682
Bengaluru,Balaji Xerox Shop,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9461707,77.6289442
Bengaluru,Sairam Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9452383,77.6289337
Bengaluru,Hingley Stationers,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9789802,77.6413252
Bengaluru,Local Stationery (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.036062,77.5317247
Bengaluru,Excellent Plus Stationery & Xerox,Not Listed,"Chinmaya Mission Hospital Road, Bengaluru",Not Listed,Prospect (Phase 1 B2B),12.9781149,77.6354032
Bengaluru,Stationery shop,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9817773,77.6013942
Bengaluru,S N Colour Tech,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0632562,77.5886973
Bengaluru,Parmar,+(91)-80-23496604,"Modi Hospital Main Road, Bangalore",Not Listed,Prospect (Phase 1 B2B),12.9977051,77.5495154
Bengaluru,Modern Enterprises,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0244906,77.6032509
Bengaluru,Smita Info Solutions,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0265617,77.6040589
Bengaluru,Limra Associates,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0238759,77.6030622
Bengaluru,Mallige Printers,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0244952,77.6032201
Bengaluru,Ravi's Cyber Cafe,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0238453,77.6030488
Bengaluru,Wiliam Penn,08041127993,"15 Magrath Road, Bangalore",https://www.williampenn.net/,Prospect (Phase 1 B2B),12.9702937,77.6097845
Bengaluru,FedEx Office,+91-9986827831,"Marathahalli, Sarjapura outer ring road, Devarabisanahalli, Bellandur, Bangalore",www.fedex.com,Prospect (Phase 1 B2B),12.9321521,77.6861286
Bengaluru,Local Stationery (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9974074,77.548344
Bengaluru,Patel Fancy Store,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9977215,77.5488179
Bengaluru,Local Copyshop (Osm Ref),Not Listed,"Dr. Vishnuvardhan Road, Bengaluru",Not Listed,Prospect (Phase 1 B2B),12.907239,77.5467928
Bengaluru,William Penn,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9338103,77.6199863
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9979157,77.5464283
Bengaluru,Local Stationery (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9434351,77.5655011
Bengaluru,Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9383957,77.5925929
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9244724,77.5882387
Bengaluru,D L Corner,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9247702,77.4983835
Bengaluru,Apple Office Solutions,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9222139,77.5000264
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9222854,77.4999496
Bengaluru,Sri Lakshmi Devi Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9269958,77.5880496
Bengaluru,Reeta Enterprises,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9646721,77.6143585
Bengaluru,Sai Stores,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9646664,77.6143244
Bengaluru,Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9793827,77.6441634
Bengaluru,Zar Digital Prints,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9920154,77.6042578
Bengaluru,Papergrid,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9724819,77.6490819
Bengaluru,Sri Balaji Enterprices,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9724783,77.6491054
Bengaluru,New Metro Fasion Stores,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9726403,77.648343
Bengaluru,Sri Ganesha Stationeries,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9985671,77.5553891
Bengaluru,Choice Fancy And Stationary,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9318665,77.5890475
Bengaluru,Nag Stationery and Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9387045,77.5523961
Bengaluru,"Sushreema Xerox, DTP",Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9385785,77.5529442
Bengaluru,Sharath Books and Stationaries,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9387445,77.552102
Bengaluru,New Point Stationery World,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9522467,77.5773751
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9978134,77.5464292
Bengaluru,GMS,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.975905,77.6370864
Bengaluru,Hotel Dream Land,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9248398,77.4985018
Bengaluru,I Net Centre,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9745775,77.6393436
Bengaluru,Tanishka Xerox Centre,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9970708,77.5484424
Bengaluru,KAP Stationery,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9863494,77.5558101
Bengaluru,Sindhu Swadeshi Distribution Centre,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9860005,77.5557914
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9858665,77.5557679
Bengaluru,Shri Thrupti Real Estate,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9898562,77.5555627
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9884716,77.5558826
Bengaluru,Books & Books,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9733273,77.6392533
Bengaluru,Monte Shoppe,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9733336,77.6395554
Bengaluru,Sainath Office Needs,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9742197,77.5751935
Bengaluru,Monissh Novelities,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9749451,77.5758199
Bengaluru,SN Digital Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.997183,77.5484972
Bengaluru,Padam Book House,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9976373,77.547335
Bengaluru,Stationery & General Stores,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0174291,77.5625948
Bengaluru,Campus Xerox Centre,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0176003,77.562692
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9992963,77.5494391
Bengaluru,Xerox and print outs,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.8731213,77.6443212
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.964466,77.6136929
Bengaluru,Mount Stationery,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9714909,77.6572328
Bengaluru,Kundapura Stationery,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9719772,77.6534429
Bengaluru,Kishore Stationery,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9750214,77.6790278
Bengaluru,Local Stationery (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9748468,77.6789407
Bengaluru,Mahadev Paper Mart,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9723987,77.6533412
Bengaluru,Sri Vinayaka Enterprises,Not Listed,"1st Main, 2nd Cross, Kuvempu Nagar, Ramamurthy Nagar, Bangalore",Not Listed,Prospect (Phase 1 B2B),13.0078807,77.6708126
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9245593,77.4981192
Bengaluru,Jumbo Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9249933,77.4986637
Bengaluru,Shri Shirdi Sai Stationery,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9135912,77.6067733
Bengaluru,Mathaji book center,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0286524,77.5588569
Bengaluru,Sowbagya Enterprises,Not Listed,"21st Main Road, Bengaluru",Not Listed,Prospect (Phase 1 B2B),12.9682672,77.5335513
Bengaluru,Printouts and projects,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0294938,77.5618421
Bengaluru,Sapthagiri Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9867313,77.5797264
Bengaluru,Megha Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9873315,77.5788718
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0510029,77.6309757
Bengaluru,Color Curry,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9876993,77.5547004
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9937399,77.5884878
Bengaluru,Artzo,Not Listed,Bengaluru,https://www.artzo.in/,Prospect (Phase 1 B2B),12.9757456,77.6022593
Bengaluru,Printo,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9189353,77.6514913
Bengaluru,Khaleda Stationary,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9384007,77.6979761
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9841291,77.5576642
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0146264,77.5683562
Bengaluru,Dream Magic,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9415544,77.6279345
Bengaluru,Xerox & Mobile Shop,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9811714,77.6059779
Bengaluru,Bangalore Xerox Shop,Not Listed,"1st Cross Road, Bengaluru",Not Listed,Prospect (Phase 1 B2B),12.9352952,77.6305775
Bengaluru,Shivam Computer & Stationers,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9607094,77.6460665
Bengaluru,Sri Krishna Books and Stationery,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0644931,77.6486917
Bengaluru,Kolorkode,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9655743,77.6032289
Bengaluru,Hitaish Tele Links,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0042997,77.62308
Bengaluru,Hello Tele Links,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0055213,77.6252264
Bengaluru,Student Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.8602333,77.5422604
Bengaluru,Printo,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9943339,77.6155865
Bengaluru,Asha Cybernet,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0059961,77.6236358
Bengaluru,Local Stationery (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.958252,77.6011466
Bengaluru,Sri Kumara Stores,+91 90607 06020,"Chamrajpet 5th Main Road, Bengaluru",Not Listed,Prospect (Phase 1 B2B),12.957032,77.5656384
Bengaluru,Padmasri Digital Prints,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9586402,77.566479
Bengaluru,Sun Prints,+91 94480 67224,"SV Narayanaswamy Rao Marg, Bengaluru",Not Listed,Prospect (Phase 1 B2B),12.9577327,77.568567
Bengaluru,Future Digital Color Press,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9578645,77.5684456
Bengaluru,J K Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9570772,77.5636008
Bengaluru,Girish Enterprises,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9585978,77.5646841
Bengaluru,Bhairav Stationers,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9588,77.5647589
Bengaluru,Shree Gopalakrishna Printing Press,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9586869,77.5616576
Bengaluru,Chaitanya Graphics,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.958664,77.5610979
Bengaluru,Ravi's Stationary,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0053463,77.5707366
Bengaluru,Saraswathi Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0056409,77.5558235
Bengaluru,Sona Stationers,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0632771,77.591221
Bengaluru,PrintQ,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9131528,77.6325518
Bengaluru,Sagar Stationery,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9182648,77.632111
Bengaluru,Sarayu Branding & Printing,+91 99800 71161,Bengaluru,https://sarayus.com,Prospect (Phase 1 B2B),12.9104903,77.5819683
Bengaluru,Stationery Palace,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.8889424,77.6257834
Bengaluru,Mari Swamy Xerox,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9101758,77.5818113
Bengaluru,Ramdev Stationery,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9103521,77.5818133
Bengaluru,Nandhi Xerox Center,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.8812676,77.545831
Bengaluru,Udupi Stationery Shop,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9610487,77.5261786
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9169736,77.5984763
Bengaluru,Paperkraft,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9162505,77.6150687
Bengaluru,Satyam Office Suppliers,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9374048,77.6266273
Bengaluru,Local Stationery (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9086091,77.6496322
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9086019,77.6496924
Bengaluru,AS Mobile,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9089526,77.6495364
Bengaluru,Prolink,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9492483,77.5934342
Bengaluru,Aadhya Big Prints,+91 93433 33375,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0950403,77.5775546
Bengaluru,Sri Krishna Printers,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0958525,77.578513
Bengaluru,Sri Gurukripa Xerox And Print,+91 99805 24873,Bengaluru,Not Listed,Prospect (Phase 1 B2B),13.0948017,77.5770341
Bengaluru,Local Copyshop (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9998702,77.6194112
Bengaluru,CNU Digital Prints,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9937126,77.5731581
Bengaluru,Sri Balaji Quality Prints,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.961585,77.6364805
Bengaluru,Moon Graphics,Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9784827,77.6300943
Bengaluru,Local Stationery (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.918589,77.6705844
Bengaluru,Local Stationery (Osm Ref),Not Listed,Bengaluru,Not Listed,Prospect (Phase 1 B2B),12.9926625,77.591907
